series_id,data,source
series_128,"ซีรีส์เรื่อง บันทึกจอมโจรแห่งสุสาน ภาค ตำหนักทิพย์พิมานเมฆ Explore with the Note (2021) เป็นซีรีส์ : 48 นาที ประเภทเรท ทั่วไป ・ แอ็คชั่น , ลึกลับ ซับซ้อน ซ่อนเงื่อน , ผจญภัย 24 ตอน นักแสดงนำ ได้แก่ Bai Shu , Zhao Dong Ze , Zhang Bo Yu , Zhao Rui Han , Yao Lu , หลิวเสวียอี้ กำกับโดย Roger Lau เรื่องย่อคือ หลังจากรอดชีวิตมาจากสุสานใต้ทะเล อาสามได้มาขอร้องให้อู๋เสียร่วมเดินทางไปยังเขาฉางไป๋ เพื่อตามหาตำหนักทิพย์พิมานเมฆ อู๋เสีย (ไป๋ซู่) หวังพ่างจื่อ (จางป๋ออวี่) จางฉี่หลิง (จ้าวตงเจ๋อ) จึงพร้อมหน้าออกเดินทางฝ่าอันตรายท่ามกลางพายุหิมะ ในระหว่างนั้นพวกเขาก็ได้รู้แผนร้ายของคอกซ์ เฮนดรี้ ที่คิดจะส่งออกวัตถุโบราณของจีน! การผจญภัยไขปริศนาตำหนักทิพย์พิมานเมฆได้เริ่มขึ้นแล้ว ...สร้างจากนิยายชุดบันทึกจอมโจรแห่งสุสาน Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , The Lost Tomb , จักรวาลบันทึกจอมโจรแห่งสุสาน , สร้างจากนิยายชุดบันทึกจอมโจรแห่งสุสาน , สร้างจากหนังสือ Best Seller https://www.monomax.me/title/103613-explore-with-the-note-2021.html",https://www.monomax.me/title/103613-explore-with-the-note-2021.html
series_129,"ซีรีส์เรื่อง คาบเรียนโฮมรูมของคุณครูไอดะ Homeroom เป็นซีรีส์ : 30 นาที ประเภทเรท ทั่วไป ・ ดราม่า 10 ตอน นักแสดงนำ ได้แก่ ยามาดะ ยูกิ , Shiori Akita , Miu Tomita , Mayuu Yokota , Shieri Ohata , Takuya Wakabayashi กำกับโดย Yuki Kobayashi เรื่องย่อคือ ซาจิโกะ (ชิโอริ อาคิตะ) ถูกกลั่นแกล้งที่โรงเรียนทุกวันแต่จับตัวคนทำไม่ได้ แต่ทุกครั้งก็จะได้ครูไอดะ (ยูกิ ยามาดะ) มาคอยปกป้องและช่วยเหลือ แต่ความจริงแล้วทุกอย่างเป็นฝีมือของครูไอดะ เพราะเขาหลงรักเธอจึงได้คอยสร้างสถานการณ์เพื่อที่จะได้เป็นฮีโร่ของซาจิโกะ ความรักของครูไอดะรุนแรงมากจนถึงขั้นแอบไปซ่อนอยู่ใต้เตียงของเธอในยามค่ำคืน!! Tag: Tag ซีรีส์ญี่ปุ่น , สร้างจากการ์ตูน https://www.monomax.me/title/103527-homeroom.html",https://www.monomax.me/title/103527-homeroom.html
series_130,"ซีรีส์เรื่อง เกมรักทะลุมิติ ปี 1 Unique Lady Season 1 เป็นซีรีส์ : 37 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 24 ตอน นักแสดงนำ ได้แก่ Zheng Qiu Hong , กงจวิ้น , Yu Kai Ning , ฟางอี้หลุน , Li Hao , Yi Sha , Li Ting Zhe กำกับโดย Yuen Tak เรื่องย่อคือ หลินลั่วจิ่ง (เจิ้งชิวหง) เด็กสาวที่ชื่นชอบการเล่นเกม ได้หลุดเข้าไปในโลกของเกมออนไลน์กลายเป็นบุตรีของมหาเสนาบดีเฟยอวี๋ โดยเธอต้องทำภารกิจตามหารักแท้ให้พบถึงจะสามารถกลับสู่โลกแห่งความจริงได้ และนั่นทำให้เธอต้องไปพัวพันกับเหล่าบุรุษรูปงามมากมาย ไม่ว่าจะเป็น จงอู๋เม่ย ท่านอ๋องผู้แสนเย็นชา (กงจวิ้น) หลิ่วซิวเหวิน องครักษ์ส่วนตัว (ฟางอี้หลุน) คุณชายเจียงเซวียนอวี่ ลูกเศรษฐีสายเปย์ (อวี๋ข่ายหนิง) ฮวาอิ่งฉือ จอมยุทธ์ผู้แสนอบอุ่น (หลี่หาว) แล้วสุดท้ายบุรุษผู้โชคดีคนไหนกันแน่ที่จะเป็นรักแท้ของเธอ Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , รักวุ่น ๆ , Unique Lady , หนังซีรีส์ออนแอร์ TV , ซีรีส์จีนย้อนยุค , ทะลุมิติ https://www.monomax.me/title/103606-unique-lady-season-1.html",https://www.monomax.me/title/103606-unique-lady-season-1.html
series_131,"ซีรีส์เรื่อง ปิ๊งรักสาวนักชิม Wine, Dine and Woo Me เป็นซีรีส์ : 30 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 16 ตอน นักแสดงนำ ได้แก่ Shihori Kanjiya , Tamae Ando , Seiji Fukushi , Masaki Kaji , Masahiro Usui , Ren Kiriyama , Shunsuke Daito กำกับโดย Tadaaki Horai เรื่องย่อคือ เมกุมิ (ชิโฮริ คันจิยะ) นักเขียนฟรีแลนซ์สาววัย 29 ปี เป็นโสดมาแล้ว 5 ปีเต็ม เธอได้รับการติดต่อจากบก.นิตยสาร ให้เข้าร่วมกับโปรเจกต์ใหม่ของบริษัท นั่นคือให้เธอไปออกเดทกับชายหนุ่มในหนึ่งมื้ออาหาร แล้วกลับมาเขียน ""ดินเนอร์และจีบสาว"" คอลัมน์แนะนำร้านอาหารสำหรับชวนผู้หญิงไปออกเดท ด้วยความที่เธอเป็นนักชิมตัวยง แถมนี่ยังเป็นโอกาสดีที่เธอจะได้พบหนุ่ม ๆ มากมาย เมกุมิจึงตกลงรับงานนี้ในทันที Tag: Tag ซีรีส์ญี่ปุ่น , สร้างจากการ์ตูน , อาหาร , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ https://www.monomax.me/title/103534-wine-dine-and-woo-me.html",https://www.monomax.me/title/103534-wine-dine-and-woo-me.html
series_132,"ซีรีส์เรื่อง วุ่นรักองค์ชายแมวเหมียว Be My Cat เป็นซีรีส์ : 35 นาที ประเภทเรท ทั่วไป ・ ตลก , โรแมนติก 16 ตอน นักแสดงนำ ได้แก่ เซียวข่ายจง , Tian Xi Wei , Sun Xi Zhi , Crystal Wang , Zhang Guan Sen กำกับโดย Qiang Wu เรื่องย่อคือ ในระหว่างออกตามหาพี่ชาย ซูเสี่ยวเหอ (เถียนซีเวย) สาวสวยเจ้าของร้านสัตว์เลี้ยงได้พบกับ โม่ซิวหรั่น (เซียวข่ายจง) แม่ทัพหนุ่มแห่งแคว้นเทียนหลีนอนหมดสติโดยบังเอิญ เสี่ยวเหอได้จุมพิตหวังจะผายปอดให้แม่ทัพฟื้นคืนสติ แต่กลายเป็นว่าไข่มุกวิญญาณของเสี่ยวเหอทำให้ 'กูกูหลี' องค์ชายแมวเหมียวแห่งดาวอวี้หลีได้เข้ามาอาศัยอยู่ในร่างของโม่ซิวหรั่น การจูบในครั้งนี้ยังได้สร้างพันธะสัญญานายทาสขึ้นมา และมีเพียงจูบแห่งรักแท้เท่านั้นที่จะยกเลิกสัญญานี้ได้ ในขณะที่เสี่ยวเหอพยายามรวบรวมไข่มุกทั้งสี่เพื่อช่วยท่านพี่ โม่ซิวหรั่นเองก็พยายามทำทุกวิธีให้เสี่ยวเหอตกหลุมรักและมอบจูบแห่งรักแท้ให้แก่เขา Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , CG Fantasy , Comedy Series , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , น้องเหมียวสุดน่ารัก , ซีรีส์จีนย้อนยุค https://www.monomax.me/title/103776-be-my-cat.html",https://www.monomax.me/title/103776-be-my-cat.html
series_133,"ซีรีส์เรื่อง ฮีลเลอร์ นักสืบไร้เงา Healer เป็นซีรีส์ : 65 นาที ประเภทเรท ทั่วไป ・ แอ็คชั่น , โรแมนติก 20 ตอน นักแสดงนำ ได้แก่ Ji Chang-Wook , พัคมินยอง , Yoo Ji-Tae กำกับโดย Lee Jung-Sub เรื่องย่อคือ โค้ดเนม ฮีลเลอร์ คือชื่อที่เขาใช้ในการรับจ้างแฝงตัวเข้าไปยังที่ต่างๆ เพื่อขโมยอะไรก็ตามที่ผู้ว่าจ้างต้องการ โดยเขาไม่เคยสนใจว่ามันคืออะไร และเอาไปทำอะไร เขาร่วมมือกับ คุณป้าแฮคเกอร์ และสาวน้อยที่คอยช่วยส่งของ วันหนึ่งคิมมูนโฮ นักข่าวชื่อดังได้ทำการว่าจ้างให้ฮีลเลอร์ ตามหาหลานสาวที่หายตัวไปกว่า 20 ปี ฮีลเลอร์และทีมสะกดรอยตาม แยชองชิน นักเขียนข่าวออนไลน์ พวกเขามั่นใจว่าเธอคือหลานของมูนโฮ แต่เรื่องราวทั้งหมดไม่ได้มีแค่นั้น ดูเหมือนว่าความจริงแล้วคิมมูนโฮมีความเกี่ยวข้องกับการตายของพ่อฮีลเลอร์! Tag: Tag ซีรีส์เกาหลี , ซีรีส์เอเชีย , ซีรีส์แนวสืบสวน , ซีรีส์สายลับเกาหลี , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ https://www.monomax.me/title/98178-healer.html",https://www.monomax.me/title/98178-healer.html
series_134,"ซีรีส์เรื่อง เกมรักทะลุมิติ ปี 2 Unique Lady Season 2 เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 27 ตอน นักแสดงนำ ได้แก่ Zheng Qiu Hong , กงจวิ้น , Yu Kai Ning , ฟางอี้หลุน , Zhu Yunlong กำกับโดย Lin He Long เรื่องย่อคือ หลังจากที่หลินลั่วจิ่ง (เจิ้งชิวหง) ได้พบจงอู๋เม่ย (กงจวิ้น) ผู้เป็นรักแท้ของเธอ แต่เรื่องราวในเกมก็ยังไม่ถึงบทสรุปทำให้หลินลั่วจิ่งต้องใช้ชีวิตในเกมต่อไป จากเดิมที่เคยเป็นพระชายาของท่านอ๋อง แต่เพราะพ่อบุญธรรมก่อกบฏจึงถูกปลดให้เป็นเพียงหมอหญิง จงอู๋เม่ยพยายามจะหาทางคืนฐานะพระชายาให้คนรัก แต่กลับเกิดเหตุไม่คาดฝันทำให้เสียความทรงจำที่มีกับหลินลั่วจิ่งไป ในขณะเดียวกัน หลิ่วซิวเหวิน (ฟางอี้หลุน) เจียงเซวียนอวี่ (อวี๋ข่ายหนิง) ฮวาอิ่งฉือ (จูหยุนหลง) ก็ยังคอยดูแลปกป้องหลินลั่วจิ่งไม่ห่าง สุดท้ายแล้วเธอจะสามารถเอาชนะเนื้อเรื่องแล้วกลับสู่โลกความจริงได้หรือไม่? ต้องติดตาม ""เกมรักทะลุมิติ ปี 2"" Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , Unique Lady , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , รักวุ่น ๆ , ซีรีส์จีนย้อนยุค , ทะลุมิติ https://www.monomax.me/title/103515-unique-lady-season-2.html",https://www.monomax.me/title/103515-unique-lady-season-2.html
series_135,"ซีรีส์เรื่อง กระจกสองนครา Mirror: A Tale of Twin Cities เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ โรแมนติก , แฟนตาซี , ดราม่า 43 ตอน นักแสดงนำ ได้แก่ Li Yi Feng , Yukee Chen , Zheng Ye Cheng , Yang Zhi Wen , Liu Hai Kuan , Liu Chang กำกับโดย Patrick Yau เรื่องย่อคือ เพื่อกอบกู้เผ่าเฉวียนเซียน ซูหมัว (หลี่อี้เฟิง) ผู้สืบสายเลือดแห่งจ้าวสมุทร ได้ลอบเข้าไปในงานชมไข่มุกเพื่อขโมยไข่มุกวิญญาณทะเล ที่นั่นทำให้เขาได้พบและตกหลุมรัก ไป๋อิง (เฉินอวี้ฉี) ธิดาคนโตของสกุลไป๋แห่งเผ่าคงซาง แต่ด้วยความแค้นระหว่างเผ่าพันธุ์ที่ยาวนานมาตั้งแต่ 7,000 ปีก่อน ทำให้ทั้งคู่ไม่อาจครองรักกัน ไป๋อิงยอมกระโดดหอกระจกเพื่อชดใช้ความผิด 100 ปีต่อมา ซูหมัวที่ยังคงออกเดินทางเพื่อหาวิธีกอบกู้เผ่าเฉวียนเซียนก็ได้พบกับน่าเซิง (หยางจื้อเหวิน) เด็กสาวผู้ครองแหวนที่ผนึกวิญญาณ เจินหลาน (เจิ้งเย่เฉิง) องค์รัชทายาทแห่งเผ่าคงซาง ในขณะเดียวกันโดยไม่คาดคิดซูหมัวก็ได้พบกับไป๋อิงอีกครั้ง แต่เธอเลือกที่จะเดินจากไปโดยไม่รู้เลยว่าการพบกันของพวกเขาในครั้งนี้จะนำมาซึ่งการเปลี่ยนแปลงครั้งใหญ่ของทั้งสามเผ่าพันธุ์ บทสรุปของความรักและความแค้นที่ยาวนานนับพันปีจะจบลงเช่นไรต้องติดตาม ""Mirror: A Tale of Twin Cities กระจกสองนครา"" [จำนวน 43 ตอน พากย์ไทย อัปเดต 5 ตอนใหม่ทุกวันศุกร์ เวลา 10.00 น. ] Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , รักซึ้ง ๆ , สร้างจากหนังสือ Best Seller , หนังซีรีส์ออนแอร์ TV , ซีรีส์จีนย้อนยุค https://www.monomax.me/title/103806-mirror-a-tale-of-twin-cities.html",https://www.monomax.me/title/103806-mirror-a-tale-of-twin-cities.html
series_136,"ซีรีส์เรื่อง โชคดีของหัวใจที่ได้รักคุณ Lucky With You เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ ดราม่า , โรแมนติก , แอ็คชั่น 40 ตอน นักแสดงนำ ได้แก่ Johnny Huang , Wang Li Kun , Wang Ce , Cheng Cheng , Jiang Long กำกับโดย Liu Xue Song เรื่องย่อคือ อู่สืออี (หวังลี่คุน) พนักงานหญิงประจำบริษัทรักษาความปลอดภัย ได้รับมอบหมายให้นำเอกสารไปส่งประธานโหว แต่งานนี้กลับไม่ง่ายอย่างที่คิดเมื่อมีคนร้ายบุกเข้ามาจับตัวประธานโหวเป็นตัวประกัน สืออีใช้ทักษะที่มีจัดการคนร้ายได้อยู่หมัด แต่ก็ถูกบริษัทสั่งพักงาน โชคดีที่ประธานโหวเห็นความสามารถในตัวเธอจึงได้จ้างให้สืออีมาทำหน้าที่บอดี้การ์ดส่วนตัวให้กับลูกชายตัวแสบ โหวเจวี๋ย (หวงจิ่งอวี๋) ไฮโซหนุ่มจอมเอาแต่ใจ แน่นอนว่าเขาไม่เห็นด้วยกับความคิดของพ่อ เลยทำตัวงี่เง่าให้สืออีต้องปวดหัว แต่เธอก็ไม่ใช่คนประเภทที่จะยอมแพ้อะไรง่ายๆ เช่นกัน Tag: Tag ซีรีส์จีน-ไต้หวัน สุดฟิน , รักต่างวัย , สาวสวย แอคชั่นสนั่นจอ , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , ซีรีส์เอเชีย , ซีรีส์จีน https://www.monomax.me/title/103803-lucky-with-you.html",https://www.monomax.me/title/103803-lucky-with-you.html
series_137,"ซีรีส์เรื่อง เผลอใจรักคุณสามี Begin Again เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 35 ตอน นักแสดงนำ ได้แก่ กงจวิ้น , โจวอวี้ถง , Wu Man Si , Garvey Jin กำกับโดย Xu Chi เรื่องย่อคือ ลู่ฟางหนิง (โจวอวี้ถง) ผู้บริหารสาวไฟแรงที่ทั้งสวยและเปี่ยมไปด้วยความสามารถ ถูกกดดันจากที่บ้านให้รีบแต่งงานมีครอบครัวภายใน 1 ปี ในช่วงเวลาที่กำลังปวดหัวกับเดิมพันนี้ เธอก็ได้พบกับ หลิงรุ่ย (กงจวิ้น) ศัลยแพทย์สุดหล่อผู้มีคุณสมบัติเหมาะสมที่จะมาเป็นสามีของเธอ ลู่ฟางหนิงจึงต้องงัดทุกวิธีเพื่อให้เขายอมแต่งงานกับเธอให้ได้ Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , รักจากพ่อ https://www.monomax.me/title/103777-begin-again.html",https://www.monomax.me/title/103777-begin-again.html
series_138,"ซีรีส์เรื่อง ราชินีนักเจรจาของผม My Bargain Queen เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 40 ตอน นักแสดงนำ ได้แก่ Lin Geng Xin , Wu Jin Yan , Wang He run , Nicky Wu , Ma Si Chao กำกับโดย Zhang Silin เรื่องย่อคือ เซี่ยเฉียนเฉี่ยน (อู๋จิ่นเหยียน) ถูกเหอจือเจวี้ยน (หม่าซือเชา) แฟนหนุ่มบอกเลิกโดยไม่ตั้งตัว เธอไล่ตามเขาแต่ถูกผู้จัดการโรงแรม เซิ่งเจ๋อหนิง (หลินเกิงซิน) ขัดขวางไว้ บาดแผลในครั้งนี้ทำให้เซี่ยเฉี่ยนคิดว่าตนจะไม่กลับมาเหยียบโรงแรมฉางเซิ่งอีกเป็นครั้งที่สอง ผ่านไปสองปีเซี่ยเฉี่ยนก่อตั้งบริษัทรับเจรจาไกล่เกลี่ย Worth or not แต่การเงินของบริษัทก็เข้าขั้นสภาวะวิกฤต ในฐานะประธานบริษัทเซี่ยเฉี่ยนจึงต้องรับทุกงานที่เข้ามาอย่างเลี่ยงไม่ได้ ซึ่งลูกค้าคนแรกในรอบหลายเดือนของเซี่ยเฉี่ยนก็ดันมีข้อกำหนดมาว่าต้องการจัดงานหมั้นที่โรงแรมฉางเซิ่งเท่านั้น เซี่ยเฉี่ยนไม่มีทางเลือกจึงต้องเป็นฝ่ายนัดเจรจาต่อรองกับผู้จัดการคนที่เธอเกลียดขี้หน้า และต้องงัดทุกกลยุทธ์นักเจรจาให้เขายอมเซ็นสัญญาให้ได้ Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ https://www.monomax.me/title/103780-my-bargain-queen.html",https://www.monomax.me/title/103780-my-bargain-queen.html
series_139,"ซีรีส์เรื่อง องครักษ์หัวใจน้ำแข็ง Heart of Loyalty เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ แอ็คชั่น , โรแมนติก 24 ตอน นักแสดงนำ ได้แก่ Zhang Hui Wen , Caesar Wu , Niu Zi Fan , Chen Fang Tong , Qiao Zhen Yu , หลี่หงอี้ กำกับโดย Zhao Jin Tao เรื่องย่อคือ โม่เหยียน (จางฮุ่ยเหวิน) จอมโจรสาวได้เดินทางมายังศาลไคเฟิงเพื่อช่วยเหลือพี่ชายที่ถูกใส่ความ ด้วยไหวพริบและสติปัญญาอันชาญฉลาดทำให้เธอสามารถจับคนร้ายตัวจริง และได้เข้ามาทำงานเป็นมือปราบหญิงคอยช่วยเหลือองครักษ์จั่นเจา (อู๋ซีเจ๋อ) ปกป้องบ้านเมือง ในระหว่างที่ทั้งคู่ร่วมมือออกสืบคดี หัวใจที่แสนเย็นชาของแมวหลวงจั่นเจาก็ค่อยๆ ถูกหลอมละลายโดยคู่หูผู้แสนน่ารักคนนี้ Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , สร้างจากหนังสือ Best Seller , ซีรีส์จีนย้อนยุค https://www.monomax.me/title/103779-heart-of-loyalty.html",https://www.monomax.me/title/103779-heart-of-loyalty.html
series_140,"ซีรีส์เรื่อง รักนี้ต้องมีเล่ห์เหลี่ยม The Trick of Life and Love เป็นซีรีส์ : 35 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 32 ตอน นักแสดงนำ ได้แก่ Ji Xiao Bing , Jin Wen Xin , He Xing Yu , Peng Bi Yao , Shi Ming Ze , เซี่ยหนิงจวิ้น กำกับโดย Li Yan Qian เรื่องย่อคือ ในขณะที่ หลีเฉี่ยน (จินเหวินซิน) ตามเจ้านายมาประชุมธุรกิจ เธอก็ได้บังเอิญมาพบกับ หนิงเฉิงหมิง (จี้เซียวปิง) อาจารย์จอมเฮี้ยบสมัยเรียนมหาวิทยาลัย ที่ในตอนนี้กลายมาเป็น CEO บริษัทคู่แข่ง โดยไม่คาดฝันหลีเฉี่ยนได้ช่วยหนิงเฉิงหมิงจากอุบัติเหตุทางรถยนต์ แต่เมื่อเขาฟื้นขึ้นมากลับมีอาการความจำเสื่อม หลีเฉี่ยนจึงใช้โอกาสนี้โกหกว่าทั้งสองเป็นคู่หมั้นกันเพื่อที่บริษัทของเธอจะได้ชนะสัญญาธุรกิจ Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , รักวุ่น ๆ https://www.monomax.me/title/103778-the-trick-of-life-and-love.html",https://www.monomax.me/title/103778-the-trick-of-life-and-love.html
series_141,"ซีรีส์เรื่อง ดัลลีและคุณชายจอมอวดดี Dali and the Cocky Prince เป็นซีรีส์ : 70 นาที ประเภทเรท ทั่วไป ・ ตลก , โรแมนติก 16 ตอน นักแสดงนำ ได้แก่ คิมมินแจ , Park Gyu-Young , ควอนยูล , Hwang Hee , Yeon Woo กำกับโดย Lee Jung-Sub เรื่องย่อคือ คุณหนูตระกูลผู้ดี คิมดัลลี (พัคกยูยอง) ได้รับหน้าที่ให้มาต้อนรับ ‘มิสเตอร์จิน’ แขกพิเศษของพิพิธภัณฑ์ศิลปะที่เธอทำงานอยู่ แต่เมื่อไปถึงสนามบินดัลลีกลับเข้าใจผิดว่า จินมูฮัก (คิมมินแจ) ซีอีโอบริษัทอาหารจอมอวดดีคือคนที่เธอต้องมารับ ในระยะเวลาสั้น ๆ ที่รู้จักกันทำให้ดัลลีไม่คิดว่าจะได้เจอเขาอีก จนกระทั่งเธอต้องเข้าไปดูแลหอศิลป์ของพ่อซึ่งเต็มไปด้วยหนี้มากมายและพบว่าจินมูฮักคือเจ้าหนี้ของเธอ Tag: Tag ซีรีส์เกาหลี , ซีรีส์เอเชีย https://www.monomax.me/title/103809-dali-and-the-cocky-prince.html",https://www.monomax.me/title/103809-dali-and-the-cocky-prince.html
series_142,"ซีรีส์เรื่อง เขียนรักใต้เงาจันทร์ Moonlight เป็นซีรีส์ : 46 นาที ประเภทเรท ทั่วไป ・ โรแมนติก 36 ตอน นักแสดงนำ ได้แก่ อวี๋ซูซิน , Ding Yu Xi , Wang Ting , Ma Yin Yin , Yang Shi Ze กำกับโดย Elson Chang เรื่องย่อคือ ชูหลี่ (อวี๋ซูซิน) เพิ่งเรียนจบจากเอกการเงิน แต่เธอมีความใฝ่ฝันที่จะได้ทำงานเป็นบรรณาธิการสำนักพิมพ์หยวนเยี่ย เพื่อที่จะได้บรรจุเป็นพนักงานประจำ ชูหลี่ต้องหาทางให้นักเขียนลึกลับอย่าง โจ้วชวน (ติงอวี่ซี) มาเซ็นสัญญาตีพิมพ์หนังสือกับสำนักพิมพ์หยวนเยี่ยให้ได้ Tag: Tag ซีรีส์จีน , ซีรีส์เอเชีย , ซีรีส์จีน-ไต้หวัน สุดฟิน , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , สร้างจากหนังสือ Best Seller https://www.monomax.me/title/103605-moonlight.html",https://www.monomax.me/title/103605-moonlight.html
series_143,"ซีรีส์เรื่อง คุณหมอ 2 วิญญาณ Ghost Doctor เป็นซีรีส์ : 45 นาที ประเภทเรท ทั่วไป ・ ตลก , ดราม่า 16 ตอน นักแสดงนำ ได้แก่ เรน , Kim Beom , Uee , Son Na-Eun , Sung Dong-Il , Tae In Ho กำกับโดย Boo Sung-Chul เรื่องย่อคือ ชายองมิน (รับบทโดย เรน) คุณหมอผู้หยิ่งยโสและเห็นแก่ตัว ศัลยแพทย์ด้านทรวงอกมือหนึ่งแห่งโรงพยาบาลมหาวิทยาลัยอึนซัง ต้องมารับมือกับแพทย์ประจำบ้านคนใหม่ โกซึงทัก (รับบทโดย คิมบอม) หนุ่มสุดแสบที่มีลีลาความกวนทำให้ชายองมินไม่ถูกชะตาตั้งแต่ครั้งแรกที่พบกัน เขาแกล้งหักหน้าโกซึงทักว่าเขาเป็นลูกคุณหนูที่เก่งแต่ท่องตำรา และต้องการขับไล่เขาออกไปจากแผนกศัลยกรรม แต่แผนการไม่เป็นไปอย่างที่คิด เมื่อจู่ๆ ชายองมินก็ประสบอุบัติเหตุร้ายแรงจนวิญญาณหลุดออกมาจากร่าง ในขณะที่กำลังเผชิญหน้ากับความตาย วิญญาณของชายองมินก็ได้เข้าไปสิงร่างโกซึงทักและลงมือผ่าตัดเพื่อรักษาชีวิตของตัวเอง Tag: Tag ซีรีส์เกาหลี , ซีรีส์เอเชีย , ซีรีส์แพทย์ , นักร้องเกาหลีเล่นซีรีส์ , ซีรีส์นี้มีผี https://www.monomax.me/title/103831-ghost-doctor.html",https://www.monomax.me/title/103831-ghost-doctor.html
series_144,"ซีรีส์เรื่อง มหาวิทยาลัยการตำรวจ Police University เป็นซีรีส์ : 60 นาที ประเภทเรท ทั่วไป ・ ตลก , ดราม่า , อาชญากรรม สืบสวน 16 ตอน นักแสดงนำ ได้แก่ Cha Tae-Hyun , คริสตัล , Jin-Young , Choo Yeong-Woo กำกับโดย Yoo Gwan-Mo เรื่องย่อคือ คังซอนโฮ (รับบทโดย จินยอง) แฮกเกอร์หนุ่มอัจฉริยะได้พบกับเด็กสาวชื่อโอคังฮี (รับบทโดย คริสตัล) และตกหลุมรักเธอตั้งแต่แรกพบ ชีวิตอาชญากรคอมพิวเตอร์ที่อยู่อย่างไร้ความฝันของซอนโฮจึงเปลี่ยนไป เขาตั้งเป้าหมายว่าจะต้องเข้าเรียนที่เดียวกับคังฮีให้ได้ แต่ซอนโฮไม่คาดคิดเลยว่าการเข้ามาในมหาวิทยาลัยตำรวจแห่งนี้จะทำให้ได้มาพบกับอริเก่าอย่าง ยูดงมัน (รับบทโดย ชาแทฮยอน) สายสืบสุดเฮี้ยวที่เคยถูกซอนโฮโกงเงิน อดีตแฮกเกอร์กลับใจอย่างซอนโฮจึงต้องเผชิญบททดสอบสุดโหด เพื่อพิสูจน์ให้สายสืบมือเก๋าผู้เป็นอาจารย์ประจำชั้นได้รู้ถึงความจริงใจด้วยการไขคดีอาชญากรรมไซเบอร์ไปด้วยกัน Tag: Tag ซีรีส์เกาหลี , ซีรีส์เอเชีย , ซีรีส์แนวกฎหมาย , ซีรีส์เอเชียสุดฟิน ต้อนรับวันวาเลนไทน์ , นักร้องเกาหลีเล่นซีรีส์ https://www.monomax.me/title/103811-police-university.html",https://www.monomax.me/title/103811-police-university.html
